FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"06272","West Palm Beach Fire Department","500 N Dixie HWY","","West Palm Beach","PALM BEACH               ","FL","33401","500 N Dixie HWY","","","West Palm Beach","FL","33401-4212","https://www.wpbfr.org/","8","Career","Local (includes career, combination, and volunteer)","200","0","0","11","0","Station 3","","5050 Broadway AVE","","West Palm Beach","FL","33407"
"06272","West Palm Beach Fire Department","500 N Dixie HWY","","West Palm Beach","PALM BEACH               ","FL","33401","500 N Dixie HWY","","","West Palm Beach","FL","33401-4212","https://www.wpbfr.org/","8","Career","Local (includes career, combination, and volunteer)","200","0","0","11","0","Station 7","","8007 Okeechobee BLVD","","West Palm Beach","FL","33411"
"16160","West Paterson Fire Department","5 Brophy LN","","Woodland Park","PASSAIC                  ","NJ","07424","5 Brophy LN","","","Woodland Park","NJ","07424-2752","https://www.westpatersonfd.com/","3","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","0","West Paterson Fire Company # 1","","15 W 34TH ST","","Woodland Park","NJ","07424"
"16160","West Paterson Fire Department","5 Brophy LN","","Woodland Park","PASSAIC                  ","NJ","07424","5 Brophy LN","","","Woodland Park","NJ","07424-2752","https://www.westpatersonfd.com/","3","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","0","Rifle Camp Fire Company # 3","","357 Rifle Camp RD","","Woodland Park","NJ","07424-2726"
"16160","West Paterson Fire Department","5 Brophy LN","","Woodland Park","PASSAIC                  ","NJ","07424","5 Brophy LN","","","Woodland Park","NJ","07424-2752","https://www.westpatersonfd.com/","3","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","0","Passaic Valley Hose Company # 2","","1070 McBride AVE","","Woodland Park","NJ","07424-2509"
"01904","West Peculiar Fire Protection District","200 S Main ST","","Peculiar","CASS                     ","MO","64078","200 S Main ST","","","Peculiar","MO","64078-9612","https://www.westpeculiarfire.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","11","6","10","1","3","Station 2","","20523 S School RD","","Peculiar","MO","64078"
"17337","West Pend Oreille Fire District","202 Cedar ST","PO Box 1267","Priest River","BONNER                   ","ID","83856-1267","","","PO Box 1267","Priest River","ID","83856-1267","","1","Volunteer","Local (includes career, combination, and volunteer)","0","48","0","0","8","West Pend Oreille Fire District Station 2","PO Box 1267","1104 9th St","","Priest River","ID","83856-1267"
"60018","West Pulaski Fire Protection District #23","2810 Whispering Pine RD","","Little Rock","PULASKI                  ","AR","72210","2810 Whispering Pine RD","","","Little Rock","AR","72210-5458","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","2","0","West Pulaski Fire Protection District #23","","PO Drawer 241310","","Little Rock","AR","72223"
"60018","West Pulaski Fire Protection District #23","2810 Whispering Pine RD","","Little Rock","PULASKI                  ","AR","72210","2810 Whispering Pine RD","","","Little Rock","AR","72210-5458","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","2","0","West Pulaski Fire Protection District #23 (Station 1)","","2810 Whispering Pine","","Little Rock","AR","72210"
"60018","West Pulaski Fire Protection District #23","2810 Whispering Pine RD","","Little Rock","PULASKI                  ","AR","72210","2810 Whispering Pine RD","","","Little Rock","AR","72210-5458","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","2","0","West Pulaski Fire Protection District #23 (Station 2)","","25911 Kanis RD","","Little Rock","AR","72223"
"60018","West Pulaski Fire Protection District #23","2810 Whispering Pine RD","","Little Rock","PULASKI                  ","AR","72210","2810 Whispering Pine RD","","","Little Rock","AR","72210-5458","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","2","0","West Pulaski Fire Protection District #23 (Station 4)","","39521 HWY 300","","Bigelow","AR","72016"
"60018","West Pulaski Fire Protection District #23","2810 Whispering Pine RD","","Little Rock","PULASKI                  ","AR","72210","2810 Whispering Pine RD","","","Little Rock","AR","72210-5458","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","2","0","West Pulaski Fire Protection District #23 (Station 3)","","22624 HWY 10","","Roland","AR","72135"
"73621","West Roane County Volunteer Fire Department","1303 Pumphouse RD","PO Box 417","Rockwood","ROANE                    ","TN","37854-5324","","","PO Box 417","Rockwood","TN","37854-0417","","3","Volunteer","Local (includes career, combination, and volunteer)","0","28","0","0","15","West Roane Station 3 @ Grande Vista Bay","","1267 New Hope RD","","Rockwood","TN","37854"
"73621","West Roane County Volunteer Fire Department","1303 Pumphouse RD","PO Box 417","Rockwood","ROANE                    ","TN","37854-5324","","","PO Box 417","Rockwood","TN","37854-0417","","3","Volunteer","Local (includes career, combination, and volunteer)","0","28","0","0","15","West Roane Station 2","","1191 Eagle Furnace RD","","Rockwood","TN","37854"
"08001","West Rowan Volunteer Fire Department, Inc.","2840 Graham RD","","Mount Ulla","ROWAN                    ","NC","28125-7742","2840 Graham RD","","","Mount Ulla","NC","28125-7742","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","0","15","West Rowan Volunteer Fire Department Station 65","","17511 Mooresville RD","","Mooresville","NC","28115"
"08001","West Rowan Volunteer Fire Department, Inc.","2840 Graham RD","","Mount Ulla","ROWAN                    ","NC","28125-7742","2840 Graham RD","","","Mount Ulla","NC","28125-7742","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","0","15","West Rowan Volunteer Fire Department Station 68","","13100 Mooresville RD","","Mount Ulla","NC","28125"
"08001","West Rowan Volunteer Fire Department, Inc.","2840 Graham RD","","Mount Ulla","ROWAN                    ","NC","28125-7742","2840 Graham RD","","","Mount Ulla","NC","28125-7742","","4","Volunteer","Local (includes career, combination, and volunteer)","0","44","0","0","15","West Rowan Volunteer Fire Department Station 67","","785 Grampion RD","","Mount Ulla","NC","28125"
"52115","West Sayville Fire Department","80 Main ST","","West Sayville","SUFFOLK                  ","NY","11796-1802","80 Main ST","","","West Sayville","NY","11796-1802","https://www.wsfd.com","2","Volunteer","Local (includes career, combination, and volunteer)","0","165","0","23","0","West Sayville Fire Department Station 1","","1201 Montauk HWY","","Oakdale","NY","11769"
"05829","West Shelby Fire & Rescue District, Inc.","4175 HWY 22","PO Box 352","Montevallo","SHELBY                   ","AL","35115","4175 HWY 22","","PO Box 352","Montevallo","AL","35115","","2","Volunteer","Local (includes career, combination, and volunteer)","0","22","0","0","0","West Shelby Fire & Rescue District #2","","5347 HWY 119","","Montevallo","AL","35115"
"06252","West Shore Fire District","860 Ocean AVE","PO Box 16763","West Haven","NEW HAVEN                ","CT","06516","","","PO Box 16763","West Haven","CT","06516-0985","https://www.westshorefd.com/","2","Mostly Career","Local (includes career, combination, and volunteer)","35","13","0","1","0","West Shore Fire District Station Two","","250 Benham Hill RD","","West Haven","CT","06516"
"13325","West Springfield Fire Department","44 Van Deene AVE","","West Springfield","HAMPDEN                  ","MA","01089-3214","44 Van Deene AVE","","","West Springfield","MA","01089-3214","","3","Career","Local (includes career, combination, and volunteer)","68","0","0","1","0","Station 3","","61 Morgan RD","","West Springfield","MA","01089"
"13325","West Springfield Fire Department","44 Van Deene AVE","","West Springfield","HAMPDEN                  ","MA","01089-3214","44 Van Deene AVE","","","West Springfield","MA","01089-3214","","3","Career","Local (includes career, combination, and volunteer)","68","0","0","1","0","Station 2","","1338 Westfield ST","","West Springfield","MA","01089"
"08703","West Swain Fire Department Inc.","114 Needmore RD","","Almond","SWAIN                    ","NC","28702","","","PO Box 117","Almond","NC","28702-0117","","2","Volunteer","Local (includes career, combination, and volunteer)","0","28","0","0","18","West Swain Fire Department Station 2","","100 Caney Branch RD","","Bryson City","NC","28713"
"00553","West Valley Fire District","825 NE Main ST","PO Box 887","Willamina","YAMHILL                  ","OR","97396-0887","","","PO Box 887","Willamina","OR","97396-0887","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","6","28","0","0","12","West Valley Fire District Grand Ronde Sub Station","","8600 Grand Ronde RD","","Grand Ronde","OR","97347"
"07015","West Valley Volunteer Fire & Rescue","2416 Farm To Market","","Kalispell","FLATHEAD                 ","MT","59901","2416 Farm To Market","","","Kalispell","MT","59901","","2","Volunteer","Local (includes career, combination, and volunteer)","0","31","0","0","0","Station 2","","2490 Farm To Market","","Kalispell","MT","59901"
"02622","Westarea Volunteer Fire Department","8716 E Reeves Bridge RD","","Linden","CUMBERLAND               ","NC","28356","8716 E Reeves Bridge RD","","","Linden","NC","28356-9194","","3","Volunteer","Contract fire department","0","60","12","1","6","Westarea Volunteer Fire Department Station 20","","4731 Main ST","","Linden","NC","28356-9707"
"02622","Westarea Volunteer Fire Department","8716 E Reeves Bridge RD","","Linden","CUMBERLAND               ","NC","28356","8716 E Reeves Bridge RD","","","Linden","NC","28356-9194","","3","Volunteer","Contract fire department","0","60","12","1","6","Westarea Volunteer Fire Department Station 15","","6989 Ramsey ST","","Fayetteville","NC","28311-9425"
"06018","Western Berks Fire Department","111 Stitzer AVE","","Wernersville","BERKS                    ","PA","19565","111 Stitzer AVE","","","Wernersville","PA","19565-1227","https://www.westernberksfire.org/home.php","4","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","100","0","1","0","Fritztown","","1060 Fritztown RD","","Sinking Spring","PA","19608-9008"
"06018","Western Berks Fire Department","111 Stitzer AVE","","Wernersville","BERKS                    ","PA","19565","111 Stitzer AVE","","","Wernersville","PA","19565-1227","https://www.westernberksfire.org/home.php","4","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","100","0","1","0","Lower Heidelberg","","505 Brownsville RD","","Sinking Spring","PA","19608-9730"
"06018","Western Berks Fire Department","111 Stitzer AVE","","Wernersville","BERKS                    ","PA","19565","111 Stitzer AVE","","","Wernersville","PA","19565-1227","https://www.westernberksfire.org/home.php","4","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","100","0","1","0","Sinking Spring","","836 Ruth ST","","Sinking Spring","PA","19608-1339"
"01907","Western Cass Fire Protection District","5 S Rogers RD","PO Box 8","Cleveland","CASS                     ","MO","64734","5 S Rogers RD","","PO Box 8","Cleveland","MO","64734","","2","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","1","Western Cass Fire","","20909 South Y HWY","","Belton","MO","64012"
"00609","Western Coventry Fire District","4661 Flat River RD","","Greene","KENT                     ","RI","02827","4661 Flat River RD","","","Greene","RI","02827","https://www.wcfd.net","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","28","3","5","Greene Station","","2 Hopkins Hollow Road","","Greene","RI","02827"
"CS902","Western Springs Fire & Emergency Services Department","4353 Wolf RD","","Western Springs","COOK                     ","IL","60558-1416","4353 Wolf RD","","","Western Springs","IL","60558-1416","https://www.wsprings.com/index.aspx?nid=152","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","10","0","50","2","0","Station 2","","5501 Grand","","Western Springs","IL","60558"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 2","","4159 State Highway 176","","Merriam Woods Village","MO","65740"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 11","","500 Walton DR","","Kirbyville","MO","65679-7267"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 7","","221 Jefferson RD","","Branson","MO","65616-8757"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 8","","284 State Highway JJ","","Kirbyville","MO","65679"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 9","","142 Briggs RD","","Walnut Shade","MO","65771"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 3","","188 Enterprise LN","","Branson","MO","65616"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 10","","1901 US Highway 160","","Reeds Spring","MO","65737"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 4","","129 Devils Pool RD","","Ridgedale","MO","65739"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 12","","206 Trophy Run RD","","Hollister","MO","65672"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 1","","307 Blue Sky LN","","Hollister","MO","65672"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 6","","1981 State Highway T","","Branson","MO","65616"
"10701","Western Taney County Fire Protection District","221 Jefferson RD","","Branson","TANEY                    ","MO","65616","221 Jefferson RD","","","Branson","MO","65616-8757","https://www.westerntaneyfire.com/","12","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","90","0","1","12","Station 5","","110 Knox AVE","","Hollister","MO","65672"
"25055","Westerville Division of Fire","400 W Main ST","","Westerville","FRANKLIN                 ","OH","43081","400 W Main ST","","","Westerville","OH","43081-1436","https://www.westerville.org/index.aspx?page=93","3","Mostly Career","Local (includes career, combination, and volunteer)","88","0","18","2","0","Westerville Division of Fire Station 113","","635 N Spring RD","","Westerville","OH","43082"
"25055","Westerville Division of Fire","400 W Main ST","","Westerville","FRANKLIN                 ","OH","43081","400 W Main ST","","","Westerville","OH","43081-1436","https://www.westerville.org/index.aspx?page=93","3","Mostly Career","Local (includes career, combination, and volunteer)","88","0","18","2","0","Westerville Division of Fire Station 112","","727 E Schrock RD","","Westerville","OH","43081"
"20020","Westfield Fire Department","405 N AVE W","","Westfield","UNION                    ","NJ","07090-1433","405 N AVE W","","","Westfield","NJ","07090-1433","","2","Mostly Career","Local (includes career, combination, and volunteer)","40","12","0","2","0","Westfield Fire House Two","","1029 Central AVE","","Westfield","NJ","07090"
"13329","Westfield Fire Department","34 Broad ST","","Westfield","HAMPDEN                  ","MA","01085-2937","34 Broad ST","","","Westfield","MA","01085-2937","https://www.cityofwestfield.org/index.aspx?nid=158","3","Career","Local (includes career, combination, and volunteer)","85","0","0","3","0","Station #2","","366 Little River RD","","Westfield","MA","01085"
"13329","Westfield Fire Department","34 Broad ST","","Westfield","HAMPDEN                  ","MA","01085-2937","34 Broad ST","","","Westfield","MA","01085-2937","https://www.cityofwestfield.org/index.aspx?nid=158","3","Career","Local (includes career, combination, and volunteer)","85","0","0","3","0","Station #3","","129 Southampton RD","","Westfield","MA","01085"
"13329","Westfield Fire Department","34 Broad ST","","Westfield","HAMPDEN                  ","MA","01085-2937","34 Broad ST","","","Westfield","MA","01085-2937","https://www.cityofwestfield.org/index.aspx?nid=158","3","Career","Local (includes career, combination, and volunteer)","85","0","0","3","0","Head Quarters","","34 Broad ST","","Westfield","MA","01085"
"KA560","Westfield Road Volunteer Fire Department","4105 Lauder RD","","Houston","HARRIS                   ","TX","77039-2552","4105 Lauder RD","","","Houston","TX","77039-2552","https://www.westfield-fire.com","2","Volunteer","Local (includes career, combination, and volunteer)","0","14","28","1","0","Westfield Rural Fire Department","","11255 Bentley ST","","Houston","TX","77093"
"10045","Westlake Fire Department","2401 Guillory ST","","Westlake","CALCASIEU                ","LA","70669-2524","2401 Guillory ST","","","Westlake","LA","70669-2524","","4","Mostly Career","Local (includes career, combination, and volunteer)","15","0","3","0","2","Station 3","","3431 Davis RD","","Westlake","LA","70669"
"10045","Westlake Fire Department","2401 Guillory ST","","Westlake","CALCASIEU                ","LA","70669-2524","2401 Guillory ST","","","Westlake","LA","70669-2524","","4","Mostly Career","Local (includes career, combination, and volunteer)","15","0","3","0","2","Station 4","","3813 Old Spanish TRL","","Westlake","LA","70669"
"10045","Westlake Fire Department","2401 Guillory ST","","Westlake","CALCASIEU                ","LA","70669-2524","2401 Guillory ST","","","Westlake","LA","70669-2524","","4","Mostly Career","Local (includes career, combination, and volunteer)","15","0","3","0","2","Station 2","","3121 Houston River RD","","Westlake","LA","70669"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 2","","9150 Lowell BLVD","","Westminster","CO","80031"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 6","","999 W 124TH AVE","","Westminster","CO","80234"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 4","","4580 W 112TH AVE","","Westminster","CO","80031"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 5","","10100 Garland ST","","Westminster","CO","80021"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 3","","7702 W 90TH AVE","","Westminster","CO","80021"
"00190","Westminster Fire Department","9110 Yates ST","","Westminster","ADAMS                    ","CO","80031","9110 Yates ST","","","Westminster","CO","80031-2540","https://www.ci.westminster.co.us/Safety/FireDepartment.aspx","6","Career","Local (includes career, combination, and volunteer)","140","0","0","6","0","Westminter Fire Station 1","","3948 W 73RD AVE","","Westminster","CO","80030"
"33050","Westmoreland Fire Department","101 Station RD","PO Box 478","Westmoreland","ONEIDA                   ","NY","13490-0194","101 Station RD","PO Box 478","","Westmoreland","NY","13490-0194","","2","Volunteer","Local (includes career, combination, and volunteer)","0","106","0","0","20","Lairdsville Fire Department Company #2","","Norton AVE","","Clinton","NY","13323"
"33050","Westmoreland Fire Department","101 Station RD","PO Box 478","Westmoreland","ONEIDA                   ","NY","13490-0194","101 Station RD","PO Box 478","","Westmoreland","NY","13490-0194","","2","Volunteer","Local (includes career, combination, and volunteer)","0","106","0","0","20","Lowell Fire Department Company #3","","State Rte 26 None","","Rome","NY","13440"
"19304","Westmoreland Volunteer Fire Department","52 Rectory RD","","Montross","WESTMORELAND             ","VA","22520","","","PO Box 663","Montross","VA","22520-0663","","2","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","0","12","Westmoreland Volunteer Fire Department Mount Holly Station","","2429 Mount Holly RD","PO Box 222","Montross","VA","22520-0222"
"05334","Westport Fire Department","911 Main RD","PO Box 3470","Westport","BRISTOL                  ","MA","02790-0703","","","PO Box 3470","Westport","MA","02790-0774","https://www.westport-ma.com/fire/index.html","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","0","32","1","0","Station 2","","85 Briggs Rd","","Westport","MA","02790"
"17335","Westside Fire District","825 Railroad AVE","","Dover","BONNER                   ","ID","83825","","","PO Box 530","Dover","ID","83825-0530","https://westsidefire.org/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","12","0","7","Laclede Station 2","","64 Moore Loop RD","","Laclede","ID","83841"
"17335","Westside Fire District","825 Railroad AVE","","Dover","BONNER                   ","ID","83825","","","PO Box 530","Dover","ID","83825-0530","https://westsidefire.org/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","12","0","7","Station 3","","15 Helen Thompson RD","","Sandpoint","ID","83825"
"26085","Westwego Volunteer Fire Company #1","677 Avenue H","","Westwego","JEFFERSON                ","LA","70094-4611","677 Avenue H","","","Westwego","LA","70094","","5","Mostly Volunteer","Local (includes career, combination, and volunteer)","12","45","0","1","50","Station 95","","1168 Avenue C","","Westwego","LA","70094"
"26085","Westwego Volunteer Fire Company #1","677 Avenue H","","Westwego","JEFFERSON                ","LA","70094-4611","677 Avenue H","","","Westwego","LA","70094","","5","Mostly Volunteer","Local (includes career, combination, and volunteer)","12","45","0","1","50","Station 93","","1501 Central Avenue","","Westwego","LA","70094"
"26085","Westwego Volunteer Fire Company #1","677 Avenue H","","Westwego","JEFFERSON                ","LA","70094-4611","677 Avenue H","","","Westwego","LA","70094","","5","Mostly Volunteer","Local (includes career, combination, and volunteer)","12","45","0","1","50","Station 92","","300 Columbus","","Westwego","LA","70094"
"26085","Westwego Volunteer Fire Company #1","677 Avenue H","","Westwego","JEFFERSON                ","LA","70094-4611","677 Avenue H","","","Westwego","LA","70094","","5","Mostly Volunteer","Local (includes career, combination, and volunteer)","12","45","0","1","50","Station 94","","206 Louisiana Street","","Westwego","LA","70094"
"02725","Wet Mountain Fire Protection District","215 N Fourth ST","","Westcliffe","CUSTER                   ","CO","81252","","","PO Box 324","Westcliffe","CO","81252-0324","","5","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","1","0","Hillside Station","","72000 Highway 69","","Westcliffe","CO","81252"
"02725","Wet Mountain Fire Protection District","215 N Fourth ST","","Westcliffe","CUSTER                   ","CO","81252","","","PO Box 324","Westcliffe","CO","81252-0324","","5","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","1","0","Boneyard Station","","2901 County RD 265","","Westcliffe","CO","81252"
"02725","Wet Mountain Fire Protection District","215 N Fourth ST","","Westcliffe","CUSTER                   ","CO","81252","","","PO Box 324","Westcliffe","CO","81252-0324","","5","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","1","0","Main Fire Station","","215 N 4TH ST","","Westcliffe","CO","81252"
"02725","Wet Mountain Fire Protection District","215 N Fourth ST","","Westcliffe","CUSTER                   ","CO","81252","","","PO Box 324","Westcliffe","CO","81252-0324","","5","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","1","0","Rosita Station","","7113 County RD 328","","Westcliffe","CO","81252"
"02725","Wet Mountain Fire Protection District","215 N Fourth ST","","Westcliffe","CUSTER                   ","CO","81252","","","PO Box 324","Westcliffe","CO","81252-0324","","5","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","1","0","Lake DeWeese Station","","518 County RD 230","","Westcliffe","CO","81252"
"02270","Wethersfield Volunteer Fire Department","505 Silas Deane HWY","","Wethersfield","HARTFORD                 ","CT","06109","505 Silas Deane HWY","","","Wethersfield","CT","06109-2216","https://www.wvfd.org","3","Volunteer","Local (includes career, combination, and volunteer)","0","95","0","2","0","Company Three","","30 Keleher CT","","Wethersfield","CT","06109"
"02270","Wethersfield Volunteer Fire Department","505 Silas Deane HWY","","Wethersfield","HARTFORD                 ","CT","06109","505 Silas Deane HWY","","","Wethersfield","CT","06109-2216","https://www.wvfd.org","3","Volunteer","Local (includes career, combination, and volunteer)","0","95","0","2","0","Company One","","171 Main ST","","Wethersfield","CT","06109"
"02270","Wethersfield Volunteer Fire Department","505 Silas Deane HWY","","Wethersfield","HARTFORD                 ","CT","06109","505 Silas Deane HWY","","","Wethersfield","CT","06109-2216","https://www.wvfd.org","3","Volunteer","Local (includes career, combination, and volunteer)","0","95","0","2","0","Company Two","","188 Griswold RD","","Wethersfield","CT","06109"
"21061","Wetumpka Volunteer Fire Department, Inc.","25 McCall Bridge RD","","Quincy","GADSDEN                  ","FL","32351","","","PO Box 1031","Quincy","FL","32353-1031","","2","Volunteer","Local (includes career, combination, and volunteer)","0","14","0","0","25","Dick Shaw Sub-station/Heliport","","2168 Cooks Landing RD","","Quincy","FL","32351"
"21336","Weymouth Fire Department","636 Broad ST","","Weymouth","NORFOLK                  ","MA","02189-1830","636 Broad ST","","","Weymouth","MA","02189-1830","https://www.weymouth.ma.us/fire-department","4","Career","Local (includes career, combination, and volunteer)","92","0","0","2","0","Station #3","","138 Winter ST","","Weymouth","MA","02188-3305"
"21336","Weymouth Fire Department","636 Broad ST","","Weymouth","NORFOLK                  ","MA","02189-1830","636 Broad ST","","","Weymouth","MA","02189-1830","https://www.weymouth.ma.us/fire-department","4","Career","Local (includes career, combination, and volunteer)","92","0","0","2","0","Station #5","","246 Park AVE","","Weymouth","MA","02190-2512"
"21336","Weymouth Fire Department","636 Broad ST","","Weymouth","NORFOLK                  ","MA","02189-1830","636 Broad ST","","","Weymouth","MA","02189-1830","https://www.weymouth.ma.us/fire-department","4","Career","Local (includes career, combination, and volunteer)","92","0","0","2","0","Station #1","","195 North ST","","Weymouth","MA","02191-1812"
"37D14","Whatcom County Fire District #14","143 Columbia ST","","Sumas","WHATCOM                  ","WA","98295","","","PO Box 482","Sumas","WA","98295-0482","https://www.wcfd14.org/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","60","1","0","Station 91","","143 Columbia ST","","Sumas","WA","98295"
"37D14","Whatcom County Fire District #14","143 Columbia ST","","Sumas","WHATCOM                  ","WA","98295","","","PO Box 482","Sumas","WA","98295-0482","https://www.wcfd14.org/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","60","1","0","Station 92","","7528 Kendall RD","","Maple Falls","WA","98266"
"37D14","Whatcom County Fire District #14","143 Columbia ST","","Sumas","WHATCOM                  ","WA","98295","","","PO Box 482","Sumas","WA","98295-0482","https://www.wcfd14.org/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","60","1","0","Station 93","","5640 Mosquito Lake RD","","Deming","WA","98244"
"37D16","Whatcom County Fire District #16","2036 Valley HWY 9","PO Box 37","Acme","WHATCOM                  ","WA","98220-0037","","","PO Box 37","Acme","WA","98220-0037","","3","Volunteer","Local (includes career, combination, and volunteer)","0","18","0","0","0","Whatcom County Fire District #16 Station 2","","5491 Potter Road","","Deming","WA","98244"
